brand,model,year,color,transmission_type,number_of_doors,source,kilometers,price
toyota,corolla,1994,white,manual,4/5,gcc,200000,575.0
jeep,wrangler,2023,silver,automatic,4/5,us,70000,9000.0
tank,500,2024,beige,automatic,4/5,gcc,29000,15700.0
hyundai,tucson,2015,brown,automatic,4/5,gcc,201241,2399.0
nissan,tiida,2014,black,automatic,4/5,gcc,221036,1950.0
dodge,challenger,2018,grey,automatic,2/3,us,93000,5500.0
honda,pilot,2011,grey,automatic,4/5,gcc,350000,1900.0
toyota,yaris,2016,white,automatic,4/5,gcc,180000,3300.0
nissan,pathfinder,2017,silver,automatic,4/5,us,180000,5500.0
renault,fluence,2014,white,automatic,4/5,europe,100000,750.0
ford,mustang,2016,white,automatic,2/3,us,175000,4850.0
hyundai,elantra,2020,white,automatic,4/5,us,112000,3350.0
maserati,quattroporte,2015,white,automatic,2/3,gcc,70000,8500.0
lexus,es 350,2008,silver,automatic,4/5,gcc,252557,950.0
suzuki,sx4,2015,white,automatic,4/5,gcc,256000,1499.0
toyota,camry,2018,burgundy,automatic,4/5,us,74000,5700.0
chevrolet,silverado,2007,gold,automatic,4/5,us,320000,2000.0
mitsubishi,pajero,2008,white,automatic,4/5,gcc,12314,1350.0
gmc,yukon,2011,red,automatic,4/5,us,380000,3000.0
volkswagen,beetle,2014,yellow,automatic,2/3,us,200000,3100.0
kia,rio,2009,white,automatic,4/5,gcc,200000,980.0
kia,optima,2014,white,automatic,4/5,gcc,19199,1700.0
lexus,is 300,2016,white,automatic,4/5,us,133000,4300.0
mg,mg hs,2021,white,automatic,4/5,gcc,80000,4700.0
kia,sorento,2023,silver,automatic,4/5,gcc,26000,11000.0
nissan,altima,2020,black,automatic,4/5,us,77477,3600.0
mercedes,e300,2023,grey,automatic,4/5,gcc,13500,24500.0
dodge,charger,2018,other,automatic,4/5,us,1400,5400.0
subaru,impreza,2014,silver,automatic,4/5,gcc,116000,1850.0
toyota,corolla,2013,white,automatic,4/5,gcc,212000,2100.0
lincoln,other,2021,white,automatic,4/5,us,52000,7900.0
volvo,xc60,2012,silver,automatic,4/5,gcc,199500,1350.0
mercedes,sprinter,2015,white,manual,2/3,gcc,221514,7300.0
mercedes,gla 200,2025,white,automatic,4/5,gcc,2142,20000.0
toyota,camry,2017,black,automatic,4/5,us,117000,3500.0
hyundai,sonata,2014,brown,automatic,4/5,gcc,175000,1650.0
chrysler,300m/300c,2007,black,automatic,4/5,us,410000,1250.0
honda,civic,2016,blue,automatic,2/3,canada,89000,3500.0
honda,civic,2006,white,automatic,4/5,gcc,285000,1550.0
hyundai,accent,2020,blue,automatic,4/5,us,100000,3300.0
nissan,sunny,2010,white,automatic,4/5,gcc,300000,900.0
lexus,es 350,2018,white,automatic,4/5,gcc,149000,6850.0
suzuki,dzire,2014,silver,automatic,4/5,gcc,228000,1350.0
toyota,camry,2020,other,automatic,4/5,us,80000,6600.0
honda,accord,2012,burgundy,automatic,4/5,gcc,300000,1800.0
mg,emgrand 7,2015,white,automatic,4/5,us,100000,750.0
hyundai,kona,2022,grey,automatic,4/5,gcc,48000,5900.0
toyota,yaris,2018,beige,automatic,4/5,gcc,260000,2750.0
honda,civic,2022,black,automatic,4/5,us,140000,5250.0
honda,civic,2007,black,automatic,4/5,gcc,100000,900.0
nissan,altima,2011,white,automatic,4/5,gcc,45000,1200.0
ford,focus,2009,silver,automatic,4/5,us,300000,680.0
hyundai,sonata,2011,blue,automatic,4/5,europe,300385,1250.0
hyundai,elantra,2009,red,automatic,4/5,gcc,123456,1150.0
mg,mg gt,2023,silver,automatic,4/5,gcc,50000,4800.0
hyundai,veloster,2019,grey,automatic,2/3,gcc,220000,3700.0
kia,sportage,2023,blue,automatic,4/5,us,43000,6750.0
maserati,levante,2017,white,automatic,4/5,company source,91000,12000.0
toyota,other,2015,black,automatic,4/5,us,190000,2500.0
dodge,avenger,2015,black,automatic,4/5,gcc,9000,2200.0
audi,other,2022,white,automatic,4/5,gcc,88000,32500.0
nissan,pathfinder,2019,white,automatic,4/5,us,96700,3400.0
nissan,tiida,2012,white,automatic,4/5,gcc,280000,1150.0
hyundai,elantra,2019,silver,automatic,4/5,us,105285,2700.0
ford,mustang,2014,red,automatic,2/3,us,165000,2000.0
nissan,altima,2018,grey,automatic,4/5,gcc,85000,3900.0
nissan,sentra,2014,white,automatic,4/5,gcc,200000,1250.0
toyota,corolla cross,2019,white,automatic,4/5,gcc,1000000,4250.0
mitsubishi,pajero,2008,silver,automatic,4/5,gcc,289635,1650.0
audi,cs35 plus,2021,brown,automatic,4/5,gcc,68000,4000.0
kia,cadenza,2017,white,automatic,4/5,us,188000,3600.0
mazda,6,2007,silver,automatic,4/5,gcc,470004,680.0
toyota,avalon,2017,burgundy,automatic,4/5,us,62000,6300.0
jeep,wrangler,2019,blue,automatic,2/3,gcc,40000,9200.0
mercedes,gle 43 amg,2018,white,automatic,4/5,gcc,104000,14800.0
nissan,pathfinder,2020,blue,automatic,4/5,us,140000,5300.0
lexus,es 350,2007,grey,automatic,4/5,gcc,256000,2100.0
hyundai,santa fe,2007,white,automatic,4/5,company source,3000,1000.0
chevrolet,traverse,2022,black,automatic,4/5,gcc,12000,9850.0
toyota,yaris,2013,white,manual,4/5,company source,360000,1200.0
kia,sportage,2011,silver,automatic,4/5,gcc,15000,1950.0
kia,rio,2013,brown,automatic,2/3,us,256855,1100.0
hyundai,other,2012,grey,automatic,4/5,gcc,189000,1559.0
hyundai,veloster,2013,white,automatic,2/3,gcc,199999,1500.0
hummer,h3,2007,blue,automatic,4/5,gcc,210000,1100.0
range rover,range rover sport,2013,white,automatic,4/5,gcc,150000,2300.0
subaru,impreza,2016,white,automatic,4/5,gcc,430000,1750.0
mg,mg hs,2021,red,automatic,4/5,gcc,41000,4700.0
hyundai,tucson,2017,white,automatic,4/5,company source,155000,3400.0
hyundai,elantra,2016,silver,automatic,4/5,us,19999,1950.0
audi,a6,2008,black,automatic,4/5,gcc,230000,1500.0
nissan,altima,2008,green,automatic,4/5,gcc,200000,1400.0
hyundai,tucson,2019,silver,automatic,4/5,gcc,200000,5000.0
mg,emgrand 7,2015,burgundy,automatic,4/5,company source,143000,675.0
kia,sportage,2014,white,automatic,4/5,gcc,182000,2650.0
chevrolet,trailblazer,2018,white,automatic,4/5,gcc,200000,4800.0
suzuki,dzire,2022,grey,automatic,4/5,gcc,110000,2800.0
volkswagen,touareg,2015,brown,automatic,4/5,gcc,120000,6000.0
kia,rio,2016,white,automatic,4/5,gcc,163500,1700.0
kia,sportage,2007,brown,manual,4/5,gcc,200000,1300.0
nissan,sunny,2015,silver,automatic,4/5,gcc,180000,1650.0
hyundai,santa fe,2014,white,automatic,4/5,gcc,270000,3500.0
mazda,3,2012,grey,automatic,4/5,gcc,400000,1250.0
toyota,camry,2014,red,automatic,4/5,company source,199200,2500.0
mazda,6,2015,red,automatic,4/5,gcc,200000,2700.0
kia,optima,2013,burgundy,automatic,4/5,gcc,20000,1550.0
nissan,tiida,2008,silver,automatic,4/5,gcc,200000,750.0
toyota,yaris,2008,blue,automatic,4/5,gcc,100000,1150.0
jeep,grand cherokee,2013,blue,automatic,4/5,us,230000,3000.0
bmw,x1,2012,grey,automatic,4/5,gcc,185000,1950.0
nissan,sunny,2026,white,manual,4/5,company source,223864,600.0
hyundai,elantra,2016,white,automatic,4/5,gcc,156700,2000.0
toyota,prado,2020,black,automatic,4/5,gcc,96000,16000.0
toyota,camry,2007,silver,automatic,4/5,gcc,271317,1230.0
renault,19,2019,gold,automatic,2/3,europe,425000,1500.0
mitsubishi,pajero,2014,silver,automatic,4/5,gcc,10000,2400.0
toyota,corolla,2021,red,automatic,4/5,us,158000,5200.0
mg,mg 5,2021,black,automatic,4/5,gcc,50000,3250.0
hyundai,terracan,2023,white,automatic,4/5,gcc,55000,8900.0
honda,civic,2007,beige,automatic,2/3,gcc,400000,1250.0
honda,accord,2009,white,automatic,4/5,gcc,280000,2000.0
nissan,sentra,2016,white,automatic,4/5,gcc,100000,1700.0
mazda,6,2016,red,automatic,4/5,us,205000,3400.0
suzuki,swift,2011,white,automatic,4/5,company source,275000,950.0
infiniti,qx56,2012,white,automatic,4/5,gcc,200000,5200.0
toyota,hiace,2021,white,manual,2/3,gcc,125000,10200.0
kia,sportage,2019,brown,automatic,2/3,company source,193000,4800.0
lexus,rx 350,2017,other,automatic,4/5,canada,120000,9500.0
mercedes,s class,2016,silver,automatic,4/5,us,190000,8600.0
mazda,3,2005,burgundy,automatic,4/5,gcc,200000,650.0
dodge,charger,2012,red,automatic,4/5,us,200000,2000.0
ford,focus,2014,orange,automatic,4/5,gcc,225000,1099.0
gmc,acadia,2014,silver,automatic,4/5,gcc,260000,3200.0
mercedes,a 250,2019,grey,automatic,2/3,gcc,83000,8500.0
bmw,m3,2021,white,manual,2/3,us,130000,9000.0
jeep,cherokee,2011,black,automatic,4/5,gcc,300000,1650.0
mercedes,caprice classic,2006,black,automatic,4/5,us,229000,550.0
nissan,patrol safari,2021,white,automatic,4/5,gcc,81000,15700.0
hyundai,elantra,2014,white,automatic,4/5,gcc,181100,1840.0
hyundai,accent,2012,white,automatic,4/5,gcc,240000,1550.0
ford,edge,2011,red,automatic,4/5,gcc,136485,1500.0
kia,cerato,2008,silver,automatic,4/5,company source,280000,750.0
hyundai,tucson,2017,blue,automatic,4/5,gcc,138000,4500.0
nissan,altima,2020,orange,automatic,4/5,us,135000,4100.0
hyundai,creta,2017,silver,automatic,4/5,gcc,145000,3400.0
nissan,micra,2012,white,automatic,4/5,gcc,207000,1450.0
volkswagen,grand vitara,2016,brown,automatic,4/5,gcc,91000,3600.0
gmc,yukon,2018,silver,automatic,4/5,us,100000,10950.0
porsche,cayman,2015,silver,automatic,2/3,gcc,100690,14000.0
nissan,tiida,2008,white,automatic,4/5,gcc,250000,1050.0
mini,cooper,2013,beige,automatic,2/3,europe,120000,1400.0
jeep,grand cherokee,2015,white,automatic,4/5,gcc,280000,3500.0
gmc,acadia,2012,beige,automatic,4/5,gcc,209000,2300.0
dodge,durango,2013,burgundy,automatic,4/5,gcc,230000,2600.0
mitsubishi,rosa,2019,yellow,manual,2/3,gcc,60000,50000.0
hyundai,accent,2012,blue,automatic,4/5,gcc,192000,2000.0
volkswagen,tiguan,2009,silver,automatic,4/5,gcc,295000,1250.0
nissan,altima,2020,silver,automatic,4/5,us,130000,3650.0
gmc,terrain,2016,blue,automatic,4/5,gcc,28000,2800.0
jeep,grand cherokee,2013,blue,automatic,4/5,gcc,233000,2900.0
nissan,altima,2020,white,automatic,4/5,us,84000,4800.0
jeep,renegade,2019,white,automatic,4/5,us,125000,3600.0
gmc,terrain,2019,black,automatic,4/5,us,120000,4500.0
suzuki,vitara,2017,beige,automatic,4/5,gcc,250000,3500.0
renault,safrane,2013,beige,automatic,4/5,company source,190000,950.0
suzuki,grand vitara,2008,white,manual,4/5,gcc,1111,1200.0
mini,cooper s,2021,blue,automatic,2/3,gcc,47000,12900.0
toyota,corolla cross,2017,black,automatic,4/5,us,126668,2900.0
nissan,kicks,2018,brown,automatic,4/5,gcc,113750,4500.0
toyota,corolla,2015,silver,automatic,4/5,gcc,25000,3100.0
suzuki,celerio,2012,white,automatic,4/5,gcc,250000,800.0
mercedes,c 300,2021,black,automatic,4/5,us,70000,7600.0
land rover,lr4,2012,burgundy,automatic,4/5,gcc,197000,4400.0
mitsubishi,lancer,2008,white,manual,4/5,gcc,70000,700.0
hyundai,santa fe,2010,white,automatic,4/5,gcc,369000,1700.0
toyota,corolla,2022,burgundy,automatic,4/5,us,45000,5200.0
toyota,iq,2014,burgundy,automatic,2/3,us,90000,1950.0
mitsubishi,l200,2024,white,manual,2/3,gcc,24000,5800.0
toyota,tundra,2017,silver,automatic,4/5,us,204442,7300.0
honda,accord,2018,white,automatic,4/5,us,149000,4800.0
kia,sorento,2012,other,automatic,4/5,europe,1000000,2000.0
hyundai,tucson,2017,brown,automatic,4/5,gcc,142000,4000.0
ford,explorer,2013,white,automatic,4/5,gcc,207000,2800.0
bmw,x4 m,2019,white,automatic,4/5,gcc,153000,15500.0
hyundai,sonata,2012,white,automatic,2/3,gcc,165000,1600.0
toyota,camry,2021,silver,automatic,4/5,us,12000,6200.0
mercedes,gle 53 coupe amg,2024,grey,automatic,4/5,gcc,14000,48000.0
toyota,yaris,2017,white,automatic,4/5,company source,138000,2600.0
kia,optima,2017,silver,automatic,4/5,us,130000,3150.0
mazda,3,2007,burgundy,automatic,4/5,gcc,300000,850.0
nissan,versa,2010,silver,manual,4/5,us,30000,1200.0
hyundai,elantra,2019,grey,automatic,4/5,us,77096,2700.0
hyundai,elantra,2010,silver,manual,4/5,gcc,300000,1000.0
honda,civic,2009,white,automatic,4/5,gcc,200000,1700.0
gmc,acadia,2012,gold,automatic,4/5,gcc,182800,2400.0
nissan,armada,2011,white,automatic,4/5,gcc,250000,3000.0
chevrolet,camaro,2011,black,automatic,2/3,gcc,224000,4500.0
suzuki,swift,2018,white,automatic,4/5,gcc,230000,2100.0
jeep,grand cherokee,2016,blue,automatic,4/5,gcc,250000,4800.0
land rover,range rover vogue,2007,white,automatic,4/5,gcc,200000,1800.0
hyundai,sonata,2014,grey,automatic,4/5,gcc,196000,1550.0
honda,city,2017,red,automatic,4/5,gcc,224000,2000.0
jeep,cherokee,2014,white,automatic,4/5,gcc,170000,2250.0
mercedes,glc 300,2020,white,automatic,4/5,gcc,70000,15000.0
nissan,pathfinder,2012,white,automatic,4/5,gcc,248000,3200.0
mercedes,e 350,2006,gold,automatic,4/5,us,42000,1800.0
jeep,grand cherokee,2017,grey,automatic,4/5,us,270000,5500.0
toyota,yaris,2007,white,automatic,4/5,us,300000,1240.0
toyota,aurion,2008,black,automatic,4/5,gcc,533000,1600.0
mitsubishi,galant,2010,white,automatic,4/5,gcc,290000,1300.0
toyota,avalon,2019,burgundy,automatic,4/5,us,80000,8300.0
hyundai,creta,2018,white,automatic,4/5,gcc,100000,3500.0
chevrolet,silverado,2018,grey,automatic,4/5,gcc,300000,7400.0
toyota,corolla,2010,silver,automatic,4/5,gcc,330000,1550.0
mitsubishi,lancer,2009,gold,automatic,4/5,gcc,320000,1350.0
audi,q5,2013,black,automatic,4/5,gcc,285000,2650.0
range rover,range rover,2020,red,automatic,4/5,us,62000,18200.0
nissan,tiida,2008,silver,manual,4/5,gcc,400000,750.0
nissan,armada,2009,black,automatic,4/5,europe,30000,1550.0
hyundai,elantra,2010,silver,manual,4/5,europe,20000,1200.0
mercedes,e250,2023,black,automatic,4/5,gcc,33000,16500.0
toyota,yaris,2011,white,automatic,4/5,company source,5000,1600.0
honda,odyssey,2011,brown,automatic,4/5,gcc,210000,3100.0
toyota,avalon,2019,burgundy,automatic,2/3,us,110000,6800.0
toyota,camry,2014,black,automatic,4/5,us,156000,2800.0
hyundai,tucson,2023,white,automatic,4/5,gcc,17000,8900.0
suzuki,sx4,2007,white,manual,4/5,gcc,200000,550.0
hyundai,veloster,2020,grey,automatic,2/3,us,94000,4500.0
suzuki,swift,2013,silver,automatic,4/5,gcc,2000,1100.0
nissan,sunny,2017,white,automatic,4/5,gcc,115000,2350.0
infiniti,m35,2008,white,automatic,4/5,gcc,19000,1500.0
kia,rio,2012,silver,automatic,4/5,gcc,300000,1100.0
toyota,rav 4,2010,black,automatic,4/5,gcc,350405,3800.0
toyota,corolla,2022,silver,automatic,4/5,gcc,51000,5200.0
mercedes,300/350/380,2015,other,automatic,4/5,us,280000,3400.0
toyota,camry,2025,red,automatic,4/5,us,89000,5400.0
chevrolet,camaro,2011,white,automatic,2/3,us,230559,1850.0
hyundai,accent,2014,red,automatic,4/5,gcc,280000,1350.0
nissan,tiida,2007,white,automatic,4/5,gcc,475000,600.0
toyota,camry,2014,grey,automatic,4/5,gcc,300000,2150.0
bmw,528,2012,black,automatic,2/3,company source,200000,5000.0
toyota,corolla,2012,silver,automatic,4/5,gcc,220000,1850.0
mini,cooper s,2017,beige,automatic,4/5,us,155000,4600.0
hyundai,sonata,2014,white,automatic,4/5,gcc,210000,1500.0
honda,accord,2009,grey,automatic,2/3,gcc,400000,1600.0
gmc,yukon,2017,black,automatic,4/5,gcc,230000,7600.0
suzuki,ciaz,2015,silver,automatic,4/5,gcc,200000,1700.0
hyundai,accent,2017,silver,automatic,2/3,gcc,230000,2150.0
hyundai,veloster,2014,grey,automatic,2/3,company source,213260,1600.0
kia,optima k5,2021,white,automatic,4/5,gcc,153000,4800.0
hyundai,elantra,2008,silver,manual,4/5,gcc,480000,600.0
ford,f150,2021,black,automatic,4/5,us,66000,12150.0
hyundai,sonata,2017,blue,automatic,4/5,gcc,160000,2300.0
hyundai,elantra,2018,black,automatic,4/5,us,111000,2950.0
hyundai,elantra,2021,other,automatic,4/5,us,24000,6000.0
nissan,altima,2017,white,automatic,4/5,gcc,155000,3150.0
suzuki,swift,2018,silver,automatic,4/5,gcc,135100,2700.0
toyota,corolla,2016,silver,automatic,4/5,us,110000,3150.0
ford,mustang,2014,white,automatic,2/3,us,217000,2300.0
mercedes,r 300,2012,grey,automatic,4/5,gcc,200000,3000.0
toyota,echo,2010,silver,automatic,4/5,gcc,577250,1500.0
ford,ranger,2015,white,manual,4/5,gcc,272000,3800.0
nissan,xterra,2013,red,automatic,4/5,gcc,40000,3700.0
hyundai,azera,2013,white,automatic,4/5,us,195274,1900.0
honda,pilot,2013,burgundy,automatic,4/5,gcc,206000,3250.0
toyota,camry,2015,brown,automatic,4/5,us,172000,3500.0
toyota,other,2009,white,automatic,2/3,company source,465450,1500.0
hyundai,tucson,2019,white,automatic,4/5,gcc,240000,5300.0
ford,fusion,2012,silver,automatic,4/5,gcc,530000,900.0
nissan,altima,2018,red,automatic,4/5,gcc,155000,3800.0
honda,accord,2014,white,automatic,4/5,us,250000,2450.0
mercedes,c 300,2019,grey,automatic,4/5,us,100000,6600.0
land rover,discovery sport,2019,white,automatic,4/5,company source,37000,10500.0
audi,a4,2012,grey,automatic,4/5,gcc,116000,3200.0
kia,sportage,2013,white,automatic,4/5,gcc,212000,2400.0
renault,duster,2015,brown,automatic,4/5,company source,228057,1000.0
volkswagen,passat,2015,red,automatic,4/5,company source,138000,3300.0
mazda,mazda 6,2009,red,automatic,4/5,us,402550,850.0
jeep,grand cherokee,2011,red,automatic,4/5,gcc,199000,2799.0
changan,cs85,2023,blue,automatic,4/5,gcc,63000,7200.0
ford,edge,2008,orange,automatic,4/5,us,400000,650.0
toyota,camry,2016,black,automatic,4/5,us,180000,4000.0
volkswagen,passat,2012,blue,automatic,4/5,gcc,4520,1650.0
gmc,sierra,2016,white,automatic,2/3,us,54000,4200.0
chevrolet,blazer,2006,silver,automatic,4/5,us,429863,800.0
nissan,altima,2015,silver,automatic,4/5,us,350000,2300.0
bmw,x5,2013,black,automatic,4/5,gcc,240000,2800.0
mitsubishi,pajero,2008,grey,automatic,4/5,gcc,249670,2000.0
volkswagen,tiguan,2011,white,automatic,4/5,gcc,267000,1400.0
suzuki,grand vitara,2016,white,automatic,4/5,gcc,200000,2550.0
suzuki,alto,2008,silver,manual,4/5,gcc,195592,540.0
toyota,avalon,2011,white,automatic,4/5,us,337600,2850.0
mitsubishi,pajero,2004,blue,automatic,4/5,gcc,500000,950.0
chevrolet,impala,2014,blue,automatic,4/5,gcc,180000,3500.0
hyundai,elantra,2015,red,automatic,4/5,company source,174000,1800.0
nissan,sunny,2013,white,automatic,4/5,gcc,350000,1250.0
honda,accord,2015,black,automatic,2/3,us,95000,2900.0
kia,sirion,2008,red,automatic,4/5,company source,400000,950.0
nissan,patrol,2016,grey,automatic,4/5,gcc,28000,9200.0
kia,sportage,2005,green,automatic,4/5,gcc,340000,700.0
chevrolet,suburban,2018,silver,automatic,4/5,us,112000,8200.0
mazda,pickup,2009,white,manual,2/3,gcc,280000,2400.0
jeep,cherokee,2021,orange,automatic,4/5,us,55000,6500.0
toyota,corolla,2011,white,automatic,4/5,gcc,400000,1900.0
hyundai,tucson,2017,white,automatic,4/5,gcc,255000,3600.0
toyota,yaris,2011,silver,automatic,4/5,gcc,347000,1450.0
toyota,corolla,2022,grey,automatic,4/5,canada,39000,4600.0
toyota,rav 4,2020,grey,automatic,4/5,canada,72000,75000.0
gmc,acadia,2019,white,automatic,4/5,us,130050,4450.0
subaru,legacy,2014,blue,automatic,4/5,gcc,287000,2500.0
toyota,camry,2011,silver,automatic,2/3,gcc,1000000,1650.0
hyundai,elantra,2015,blue,automatic,4/5,gcc,173000,2650.0
subaru,xv,2013,burgundy,automatic,4/5,gcc,155000,2500.0
toyota,yaris,2009,white,automatic,4/5,gcc,107897,1350.0
chevrolet,cruze,2010,burgundy,automatic,4/5,gcc,199999,750.0
mercedes,v 250,2020,other,automatic,2/3,gcc,125000,12700.0
toyota,camry,2007,silver,automatic,4/5,us,290000,1299.0
nissan,kicks,2019,silver,automatic,4/5,gcc,57000,3900.0
nissan,juke,2013,silver,automatic,4/5,us,170000,1200.0
nissan,pathfinder,2013,white,automatic,4/5,us,345000,2000.0
mitsubishi,lancer,2008,silver,automatic,4/5,gcc,350000,1000.0
toyota,corolla,2014,silver,automatic,2/3,us,141690,2400.0
range rover,range rover,2015,blue,automatic,2/3,gcc,200000,7900.0
porsche,cayman,2009,grey,automatic,2/3,gcc,125000,5800.0
hyundai,elantra,2015,red,automatic,4/5,gcc,190000,2100.0
nissan,pathfinder,2017,blue,automatic,4/5,us,204000,3900.0
nissan,sentra,2019,silver,automatic,4/5,us,99100,2850.0
hyundai,sonata,2015,white,automatic,4/5,us,206000,1500.0
toyota,camry,2021,white,automatic,4/5,us,91000,7200.0
toyota,yaris,2015,white,automatic,2/3,gcc,400000,2300.0
kia,rio,2017,silver,automatic,4/5,gcc,120000,1850.0
dodge,charger,2022,grey,automatic,4/5,us,62000,7500.0
nissan,altima,2008,silver,automatic,4/5,company source,400000,950.0
nissan,tiida,2011,silver,automatic,4/5,company source,222500,990.0
toyota,avalon,2006,silver,automatic,4/5,company source,400000,1250.0
toyota,land cruiser,2014,white,automatic,4/5,gcc,260000,9300.0
toyota,corolla,2014,silver,automatic,4/5,us,371800,2500.0
toyota,corolla,2015,white,automatic,4/5,us,200000,2700.0
kia,sportage,2012,silver,automatic,4/5,gcc,280000,1900.0
jeep,renegade,2020,white,automatic,4/5,us,97700,3450.0
mitsubishi,outlander,2009,other,automatic,4/5,gcc,27500,1550.0
mini,cooper,2017,red,automatic,4/5,gcc,666666,7000.0
range rover,range rover sport,2020,black,automatic,4/5,us,99999,16000.0
alfa romeo,brera,2010,red,automatic,4/5,gcc,1500,1200.0
mini,cooper,2016,beige,automatic,4/5,us,160000,3000.0
toyota,rav 4,2019,white,automatic,4/5,us,139000,6500.0
jeep,wrangler,2017,red,automatic,2/3,canada,119100,5300.0
subaru,impreza,2009,white,automatic,4/5,gcc,310000,840.0
mazda,6,2023,other,automatic,4/5,gcc,80000,6800.0
nissan,rogue,2017,silver,automatic,4/5,us,64000,3100.0
toyota,yaris,2010,white,automatic,4/5,gcc,365000,1350.0
porsche,boxster,2015,white,automatic,2/3,gcc,95000,16500.0
jeep,wrangler,2020,green,automatic,4/5,us,80000,8000.0
gmc,yukon,2015,black,automatic,4/5,us,200000,6800.0
ford,escape,2012,silver,automatic,4/5,us,100000,970.0
dodge,charger,2015,black,automatic,4/5,us,217356,3000.0
volkswagen,cc,2011,white,automatic,4/5,gcc,195000,2200.0
suzuki,swift,2007,white,automatic,4/5,gcc,350000,900.0
hyundai,sonata,2019,silver,automatic,4/5,us,99000,3100.0
bmw,x5,2015,silver,automatic,4/5,gcc,181000,5000.0
dodge,charger,2020,white,automatic,4/5,gcc,12900,5350.0
suzuki,sx4,2011,white,automatic,4/5,gcc,350000,1200.0
toyota,camry,2015,white,automatic,4/5,gcc,30000,1950.0
ram,ram,2018,white,automatic,4/5,us,260000,4100.0
mitsubishi,outlander,2009,grey,automatic,4/5,gcc,410464,1250.0
mercedes,e240,2005,blue,automatic,4/5,gcc,320000,1200.0
mercedes,a 200,2022,silver,automatic,4/5,gcc,42000,11500.0
ford,fusion,2012,black,automatic,4/5,gcc,170000,1400.0
tesla,model 3,2021,white,automatic,4/5,us,155000,9000.0
suzuki,swift,2008,burgundy,automatic,2/3,gcc,300000,800.0
ram,ram,2016,brown,automatic,4/5,gcc,220000,6000.0
nissan,altima,2012,white,automatic,4/5,gcc,310000,1150.0
kia,soul,2017,black,automatic,4/5,us,117000,2000.0
hyundai,elantra,2013,white,automatic,4/5,gcc,280000,1600.0
hyundai,sonata,2011,silver,automatic,4/5,us,190000,1100.0
chevrolet,groove,2024,white,automatic,4/5,gcc,28000,5000.0
nissan,armada,2009,black,automatic,4/5,gcc,343000,1900.0
chevrolet,aveo,2011,white,automatic,2/3,europe,200000,620.0
toyota,corolla,2019,black,automatic,4/5,us,135000,5200.0
toyota,corolla,2013,grey,automatic,4/5,us,350000,2000.0
infiniti,fx45/fx35,2006,blue,automatic,4/5,europe,285000,1400.0
kia,carens,2013,white,automatic,4/5,gcc,120000,1450.0
toyota,corolla,2008,white,automatic,4/5,gcc,500000,1550.0
hyundai,santa fe,2012,blue,automatic,4/5,gcc,330000,2000.0
mercedes,c 300,2010,white,automatic,4/5,europe,200000,1800.0
hyundai,sonata,2021,silver,automatic,4/5,gcc,71000,6300.0
nissan,kicks,2019,white,automatic,4/5,us,146000,3400.0
hyundai,sonata,2016,silver,automatic,4/5,gcc,290000,2550.0
gac,gs 3 em zoom,2024,white,automatic,4/5,gcc,20000,7500.0
kia,optima k5,2021,silver,automatic,4/5,gcc,40000,8500.0
toyota,camry,2018,white,automatic,4/5,gcc,120000,4000.0
mercedes,c180,2010,grey,automatic,4/5,gcc,500000,1200.0
dodge,charger,2013,black,automatic,4/5,gcc,227125,1000.0
toyota,avalon,2008,beige,automatic,4/5,europe,400000,1400.0
hyundai,sonata,2012,black,automatic,2/3,us,220000,1375.0
changan,cs85,2022,other,automatic,4/5,gcc,63000,6000.0
suzuki,celerio,2013,burgundy,automatic,4/5,gcc,230000,950.0
geely,other,2023,silver,automatic,4/5,gcc,91000,6900.0
hyundai,santa fe,2015,white,automatic,4/5,gcc,193000,2800.0
toyota,yaris,2007,silver,automatic,4/5,us,20000,1350.0
chrysler,300,2021,white,automatic,4/5,canada,135000,4900.0
nissan,sunny,2012,white,automatic,4/5,company source,100000,1200.0
nissan,sentra,2016,silver,automatic,4/5,gcc,200000,1600.0
hyundai,tucson,2022,blue,automatic,4/5,us,51000,8400.0
toyota,tundra,2007,silver,automatic,4/5,us,213000,2600.0
mitsubishi,lancer,2009,silver,automatic,4/5,gcc,200000,900.0
hyundai,sonata,2015,silver,automatic,4/5,us,200000,2000.0
toyota,corolla,2015,silver,automatic,4/5,canada,182000,3000.0
bmw,428,2015,grey,automatic,4/5,us,159000,5200.0
volkswagen,jetta,2013,blue,automatic,4/5,gcc,160000,1800.0
ford,taurus,2013,blue,automatic,4/5,gcc,132000,1950.0
hyundai,sonata,2015,burgundy,automatic,4/5,us,181000,1800.0
chevrolet,spark,2018,blue,automatic,4/5,company source,105000,2200.0
subaru,forester,2011,grey,automatic,4/5,gcc,346000,1000.0
mg,mg 6,2020,white,automatic,4/5,gcc,133000,3750.0
kia,cerato,2012,red,automatic,2/3,gcc,30000,1450.0
toyota,avalon,2005,gold,automatic,4/5,us,180000,1100.0
toyota,corolla,2013,other,automatic,4/5,canada,112130,3000.0
geely,gc7,2015,grey,automatic,4/5,gcc,600000,550.0
jeep,grand cherokee,2014,red,automatic,4/5,gcc,171000,4500.0
infiniti,q50,2017,white,automatic,4/5,europe,145000,4300.0
toyota,yaris,2012,other,automatic,4/5,gcc,240477,1800.0
bmw,z series,2010,black,automatic,2/3,gcc,290000,3000.0
