brand,model,year,color,transmission_type,number_of_doors,source,kilometers,price
volkswagen,gti,2011,silver,automatic,4/5,gcc,134900,1400.0
renault,duster,2017,green,automatic,4/5,gcc,14500,1870.0
toyota,prado,1998,blue,manual,4/5,gcc,375000,1650.0
honda,pilot,2021,black,automatic,4/5,gcc,112000,11000.0
hyundai,elantra,2019,brown,automatic,4/5,gcc,95000,4650.0
chevrolet,cruze,2011,grey,automatic,4/5,gcc,300000,850.0
suzuki,swift,2021,burgundy,automatic,4/5,gcc,113000,3400.0
gmc,acadia,2016,black,automatic,4/5,gcc,200000,3000.0
mazda,6,2007,white,manual,4/5,gcc,308000,550.0
nissan,versa,2015,blue,automatic,4/5,us,97000,1500.0
bmw,x65,2019,grey,automatic,4/5,gcc,110000,1500.0
gmc,acadia,2016,silver,automatic,4/5,gcc,160000,4500.0
mitsubishi,pajero,2016,beige,automatic,4/5,gcc,216000,3500.0
mazda,2,2011,silver,automatic,4/5,gcc,225000,1150.0
nissan,armada,2015,white,automatic,4/5,gcc,270000,4300.0
bmw,x6,2022,other,automatic,4/5,gcc,22500,30000.0
dodge,durango,2012,white,automatic,4/5,gcc,270000,1700.0
genesis,g80,2018,silver,automatic,4/5,us,137000,4900.0
mitsubishi,galant,2004,white,automatic,4/5,company source,28000,600.0
jeep,grand cherokee,2019,white,automatic,4/5,us,150000,6000.0
toyota,corolla,2015,black,automatic,4/5,gcc,250000,2700.0
honda,pilot,2013,other,automatic,4/5,gcc,295000,3500.0
honda,accord,2021,grey,automatic,4/5,us,55000,6600.0
bmw,x6,2016,white,automatic,4/5,gcc,175000,7500.0
jeep,wrangler,2021,black,automatic,4/5,us,40000,9500.0
honda,accord,2018,red,automatic,4/5,us,137000,6300.0
suzuki,sx4,2013,white,automatic,4/5,gcc,170000,1750.0
jeep,grand cherokee,2017,burgundy,automatic,4/5,gcc,174000,6000.0
chery,tiggo,2020,blue,automatic,4/5,gcc,20000,1800.0
gmc,sierra,2022,red,automatic,2/3,gcc,66000,14900.0
hyundai,santa fe,2015,brown,automatic,4/5,gcc,160000,1800.0
nissan,altima,2015,white,automatic,4/5,gcc,165673,2200.0
jeep,wrangler,2013,silver,automatic,4/5,us,209000,4600.0
chevrolet,trax,2018,white,automatic,4/5,company source,174000,2000.0
ram,ram,2017,black,automatic,4/5,us,185000,6000.0
honda,city,2007,gold,automatic,4/5,company source,1200,1200.0
toyota,corolla,2021,white,automatic,4/5,gcc,99000,5200.0
hyundai,sonata,2015,red,automatic,4/5,gcc,125000,2300.0
mazda,3,2016,brown,automatic,4/5,gcc,120000,3000.0
volkswagen,touareg,2008,other,automatic,4/5,gcc,19000,1100.0
kia,cerato,2012,red,automatic,4/5,gcc,340000,1300.0
volkswagen,golf,2011,red,automatic,4/5,gcc,203000,1300.0
hyundai,i10,2017,white,automatic,4/5,company source,243428,2200.0
kia,sportage,2021,silver,automatic,4/5,gcc,120000,5000.0
honda,civic,2009,brown,automatic,4/5,gcc,546300,1300.0
ford,edge,2014,silver,automatic,4/5,gcc,138000,2800.0
ford,figo,2017,white,automatic,2/3,gcc,164000,1200.0
toyota,yaris,2024,white,automatic,4/5,gcc,65000,5600.0
nissan,altima,2018,black,automatic,2/3,us,72000,2900.0
mini,cooper s,2018,blue,automatic,2/3,us,20000,4900.0
land rover,hse v8,2013,red,automatic,4/5,gcc,290000,4100.0
mitsubishi,lancer,2014,white,automatic,4/5,gcc,180000,1550.0
nissan,370z,2016,grey,automatic,2/3,gcc,115000,6000.0
kia,cadenza,2014,white,automatic,4/5,canada,199999,2500.0
kia,rio,2022,white,automatic,4/5,us,43000,3900.0
nissan,altima,2021,black,automatic,4/5,gcc,110000,5400.0
nissan,sentra,2017,black,automatic,4/5,us,245000,2200.0
porsche,cayenne,2011,gold,automatic,4/5,gcc,285000,3300.0
hyundai,sonata,2011,white,automatic,4/5,gcc,227711,1250.0
toyota,sequoia,2002,brown,automatic,4/5,us,3330,1400.0
toyota,avalon,2000,gold,automatic,4/5,us,500000,780.0
hyundai,santa fe,2017,blue,automatic,4/5,gcc,123000,4500.0
toyota,supra,2022,silver,automatic,2/3,us,66000,14500.0
chevrolet,malibu,2015,white,automatic,4/5,gcc,133000,1950.0
volkswagen,golf,2012,grey,automatic,4/5,gcc,286000,1300.0
toyota,corolla,2018,blue,automatic,2/3,canada,150000,3200.0
nissan,sunny,2012,black,automatic,4/5,gcc,400000,1200.0
lexus,nx,2019,white,automatic,4/5,canada,62000,8600.0
nissan,sunny,2016,grey,automatic,2/3,europe,3000,1500.0
mercedes,gla 200,2024,white,automatic,4/5,gcc,10400,17250.0
nissan,altima,2008,white,automatic,4/5,gcc,500000,950.0
nissan,patrol,2019,grey,automatic,4/5,gcc,124000,12950.0
infiniti,q60,2018,grey,automatic,4/5,gcc,156000,7500.0
kia,cerato,2013,other,automatic,4/5,gcc,200000,1600.0
suzuki,swift,2006,burgundy,automatic,4/5,europe,300000,760.0
fiat,500,2019,red,automatic,2/3,us,92000,3500.0
suzuki,apv,2012,silver,manual,4/5,company source,300000,1700.0
toyota,prado,2011,white,automatic,4/5,gcc,200000,6500.0
lexus,es 350,2021,blue,automatic,4/5,us,50000,10800.0
lincoln,mkx,2016,white,automatic,4/5,gcc,98000,6800.0
kia,cerato,2014,silver,automatic,4/5,gcc,179000,1650.0
mercedes,e300,2018,white,automatic,4/5,us,165000,7700.0
bmw,x7,2022,white,automatic,4/5,gcc,31000,28000.0
suzuki,vitara,2018,silver,automatic,4/5,company source,215000,2900.0
mini,cooper s,2021,black,manual,4/5,us,28000,4700.0
audi,q8,2022,black,automatic,4/5,gcc,80000,22000.0
genesis,g80,2017,black,automatic,4/5,us,180000,4900.0
toyota,gt86,2013,white,automatic,2/3,us,193087,1750.0
gmc,yukon,2018,white,automatic,4/5,gcc,180000,10580.0
infiniti,m37,2013,black,automatic,4/5,gcc,238000,2000.0
toyota,camry,2017,white,automatic,2/3,gcc,600000,2850.0
hyundai,accent,2012,white,automatic,4/5,company source,445000,1450.0
volkswagen,gti,2017,silver,automatic,4/5,gcc,126000,5500.0
mazda,other,2020,red,automatic,4/5,gcc,55000,7500.0
nissan,sentra,2020,blue,automatic,2/3,us,172000,2990.0
nissan,altima,2020,grey,automatic,4/5,gcc,179000,5900.0
jeep,wrangler,2018,silver,automatic,4/5,us,99000,13000.0
range rover,range rover,2015,white,automatic,4/5,gcc,112000,13300.0
hyundai,sonata,2012,white,automatic,4/5,company source,300000,1500.0
volkswagen,eos,2009,blue,automatic,2/3,gcc,141000,1200.0
hyundai,santa fe,2009,silver,automatic,4/5,gcc,5000,1150.0
toyota,corolla,2009,white,automatic,4/5,company source,200000,1540.0
volkswagen,tiguan,2016,blue,automatic,4/5,gcc,216000,2600.0
jeep,wrangler,2021,green,manual,4/5,us,73062,6900.0
ford,f150,2016,grey,automatic,4/5,us,120000,7000.0
suzuki,vitara,2008,grey,automatic,4/5,company source,350000,1450.0
toyota,avalon,2021,other,automatic,4/5,us,55000,11000.0
ford,explorer,2010,black,automatic,4/5,gcc,350000,1300.0
ford,transit,2023,white,automatic,4/5,us,17523,11300.0
hyundai,elantra,2013,white,automatic,4/5,company source,250000,1650.0
chevrolet,malibu,2013,burgundy,automatic,4/5,us,95000,2300.0
toyota,rav 4,2019,grey,automatic,4/5,us,106000,7800.0
mitsubishi,pajero,2014,brown,automatic,4/5,gcc,196000,4000.0
mercedes,other,2011,white,manual,2/3,gcc,2600,10500.0
kia,sportage,2022,grey,automatic,4/5,europe,85000,6000.0
nissan,altima,2020,white,automatic,4/5,gcc,249013,3850.0
renault,fluence,2015,brown,automatic,4/5,gcc,200000,1100.0
honda,civic,2022,black,automatic,4/5,canada,100000,6500.0
nissan,patrol,2019,beige,automatic,2/3,us,54000,12000.0
lexus,is 300,2021,black,automatic,4/5,us,128000,9400.0
hyundai,sonata,2013,white,automatic,4/5,gcc,200000,1950.0
bmw,x5,2014,black,automatic,4/5,gcc,238000,3900.0
hyundai,veloster,2017,grey,automatic,2/3,us,2300,2300.0
nissan,datsun,2009,gold,manual,4/5,gcc,47000,2200.0
nissan,altima,2017,black,automatic,4/5,us,156000,2700.0
nissan,xterra,2015,red,automatic,4/5,gcc,211000,4500.0
toyota,land cruiser,2020,green,manual,4/5,gcc,84000,19500.0
toyota,avalon,2006,gold,automatic,4/5,us,24000,1800.0
toyota,rav 4,2015,white,automatic,4/5,gcc,230000,6500.0
nissan,sunny,2012,silver,automatic,4/5,company source,200000,1400.0
nissan,armada,2006,silver,automatic,4/5,us,400000,1000.0
hyundai,sonata,2020,other,automatic,4/5,us,200000,3450.0
jeep,cherokee,2020,white,automatic,4/5,us,113000,4600.0
mitsubishi,pajero,2013,white,manual,4/5,gcc,254600,4200.0
mercedes,a 250,2013,red,automatic,4/5,gcc,162995,2900.0
kia,cerato,2019,white,automatic,4/5,gcc,185687,3300.0
suzuki,dzire,2021,white,automatic,4/5,gcc,140000,3000.0
nissan,patrol safari,2019,white,automatic,2/3,gcc,100000,11600.0
toyota,land cruiser,2017,burgundy,automatic,4/5,gcc,230000,17900.0
kia,cerato,2013,brown,automatic,4/5,gcc,203000,1650.0
jeep,grand cherokee,2016,grey,automatic,4/5,gcc,310000,5000.0
mini,countryman,2016,brown,automatic,4/5,us,255260,2500.0
nissan,kicks,2018,grey,automatic,4/5,us,68000,2500.0
mitsubishi,pajero,2014,white,automatic,4/5,company source,225000,3400.0
tesla,model 3,2022,white,automatic,4/5,us,61000,9500.0
toyota,rav 4,2019,blue,automatic,4/5,us,97000,7000.0
toyota,corolla,2019,red,automatic,4/5,canada,120000,3200.0
hyundai,i10,2011,grey,automatic,4/5,gcc,197000,900.0
honda,pilot,2013,black,automatic,4/5,gcc,380000,3000.0
ford,explorer,2008,black,automatic,4/5,gcc,178828,1000.0
tesla,model 3,2019,red,automatic,4/5,us,90000,5800.0
mercedes,500/560,2012,black,automatic,4/5,us,42000,4700.0
nissan,maxima,2017,brown,automatic,4/5,us,94000,4200.0
mg,mg 5,2022,white,automatic,4/5,company source,24000,3200.0
nissan,xterra,2011,burgundy,automatic,4/5,gcc,360000,2500.0
nissan,sunny,2008,silver,automatic,4/5,gcc,300000,950.0
honda,city,2012,white,automatic,4/5,gcc,241785,1400.0
mitsubishi,pajero,2011,white,automatic,4/5,company source,267000,3500.0
mercedes,e 350,2014,black,automatic,4/5,europe,244000,4200.0
jeep,wrangler,2016,black,automatic,2/3,us,180000,4800.0
chevrolet,malibu,2016,black,automatic,4/5,gcc,200000,1800.0
chevrolet,malibu,2017,black,automatic,4/5,us,156000,1800.0
hyundai,elantra,2015,beige,automatic,4/5,gcc,190000,2100.0
mercedes,glc 250 coupe,2017,white,automatic,4/5,gcc,184000,11400.0
jeep,grand cherokee,2016,white,automatic,4/5,gcc,200000,4950.0
nissan,patrol,2016,beige,automatic,4/5,gcc,300000,7500.0
kia,optima,2012,white,automatic,4/5,company source,300000,1450.0
volkswagen,passat,2006,blue,automatic,4/5,gcc,390000,650.0
lexus,gx 460,2004,white,automatic,4/5,gcc,150000,2600.0
renault,fluence,2011,silver,automatic,4/5,gcc,350000,700.0
toyota,supra,2021,silver,automatic,2/3,gcc,43000,17600.0
mitsubishi,pajero,2015,grey,automatic,4/5,gcc,199000,3800.0
gmc,sierra,2017,blue,automatic,4/5,canada,76200,7200.0
volvo,s40,2012,silver,automatic,4/5,gcc,164000,2000.0
chevrolet,tahoe,2017,white,automatic,4/5,gcc,161000,9000.0
jeep,wrangler,2016,black,automatic,4/5,company source,215000,5700.0
bmw,m240i,2018,black,automatic,2/3,us,129000,8500.0
hyundai,sonata,2010,white,automatic,4/5,gcc,320000,850.0
toyota,camry,2007,white,automatic,4/5,gcc,250000,1600.0
fuso,fuso canter,2007,white,manual,2/3,gcc,1111,5000.0
toyota,innova,2015,white,automatic,4/5,gcc,110000,2130.0
jeep,wrangler,2014,blue,automatic,2/3,gcc,142000,6500.0
toyota,camry,2013,black,automatic,4/5,us,120000,2300.0
mg,emgrand 7,2015,gold,automatic,4/5,gcc,150000,1250.0
chery,qq,2012,orange,manual,4/5,gcc,178564,600.0
hyundai,veloster,2019,blue,automatic,2/3,gcc,13300,3800.0
kia,optima k5,2020,black,automatic,4/5,company source,103025,5450.0
mitsubishi,pajero,2015,beige,automatic,4/5,gcc,400000,3550.0
toyota,tundra,2003,brown,automatic,2/3,us,300000,2400.0
toyota,camry,2011,silver,automatic,4/5,us,22552,1850.0
hyundai,sonata,2011,white,automatic,4/5,company source,100000,1250.0
nissan,nismo,2016,white,manual,2/3,us,99800,8500.0
toyota,prado,2010,white,automatic,4/5,gcc,400000,5300.0
toyota,corolla,2023,white,automatic,4/5,us,43000,6500.0
jeep,wrangler,2014,black,manual,2/3,us,103000,3450.0
mg,mg rx5,2023,other,automatic,4/5,company source,14000,7000.0
ford,fusion,2018,white,automatic,4/5,us,16000,2700.0
honda,accord,2017,white,automatic,4/5,us,111000,3800.0
nissan,versa,2012,silver,automatic,4/5,us,157000,1200.0
toyota,corolla,2023,black,automatic,4/5,us,89000,5000.0
toyota,camry,1994,white,automatic,4/5,us,250000,600.0
nissan,other,2015,black,automatic,4/5,us,30000,2000.0
gmc,sierra,2016,brown,automatic,2/3,gcc,269000,5500.0
volkswagen,passat,2018,silver,automatic,4/5,gcc,153000,1700.0
chevrolet,trailblazer,2011,grey,automatic,4/5,us,200000,800.0
nissan,xterra,2015,black,automatic,4/5,us,275000,5000.0
volvo,s90,2019,white,automatic,4/5,gcc,115000,10000.0
land rover,other,2007,white,automatic,4/5,gcc,200000,1300.0
nissan,sentra,2013,silver,automatic,4/5,us,165000,1350.0
hyundai,tucson,2019,gold,automatic,4/5,gcc,176000,4950.0
chrysler,300m/300c,2015,blue,automatic,2/3,us,3300,3100.0
genesis,g80,2016,silver,automatic,4/5,us,130000,4200.0
nissan,xterra,2014,grey,automatic,4/5,us,100000,3200.0
toyota,camry,2021,blue,automatic,4/5,us,65000,7000.0
jeep,grand cherokee,2015,burgundy,automatic,4/5,company source,158589,4450.0
nissan,pathfinder,2009,gold,automatic,4/5,gcc,285000,2200.0
suzuki,sx4,2014,silver,automatic,4/5,gcc,239457,1500.0
kia,picanto,2008,silver,manual,4/5,gcc,350000,550.0
nissan,pathfinder,2007,blue,automatic,4/5,gcc,169000,1250.0
nissan,altima,2021,red,automatic,4/5,us,190111,5300.0
hyundai,veloster,2013,blue,automatic,2/3,gcc,277000,1300.0
jeep,wrangler,2020,brown,automatic,4/5,gcc,90000,12450.0
hyundai,azera,2007,red,automatic,4/5,gcc,697000,880.0
ford,fusion,2018,gold,automatic,4/5,us,111000,3000.0
land rover,range rover sport,2013,brown,automatic,4/5,gcc,178000,4000.0
mitsubishi,pajero,2010,gold,automatic,4/5,gcc,330000,2200.0
jeep,wrangler,2017,beige,automatic,4/5,gcc,116000,8500.0
kia,sportage,2020,grey,automatic,4/5,us,42500,4200.0
range rover,range rover sport,2012,white,automatic,4/5,gcc,195000,3500.0
kia,optima,2007,gold,automatic,4/5,gcc,300000,800.0
ford,focus,2017,gold,automatic,4/5,gcc,180000,1550.0
hyundai,veracruz,2009,black,automatic,4/5,company source,548667,1350.0
toyota,camry,2019,silver,automatic,4/5,gcc,120000,4300.0
lexus,es 350,2017,white,automatic,4/5,gcc,160000,7000.0
kia,sirion,2007,black,automatic,4/5,gcc,200000,700.0
hyundai,santa fe,2012,black,automatic,4/5,gcc,200000,2000.0
volkswagen,jetta,2015,red,automatic,4/5,us,149000,1300.0
changan,cs95,2022,white,automatic,4/5,company source,40000,7000.0
lexus,es 350,2017,white,automatic,4/5,us,167892,7500.0
ford,mustang,2019,black,manual,2/3,us,91000,8500.0
hyundai,sonata,2017,other,automatic,4/5,gcc,255000,2400.0
mercedes,c 300 coupe,2016,white,automatic,2/3,gcc,230000,6900.0
hyundai,tucson,2016,grey,automatic,4/5,gcc,170000,3800.0
chrysler,300m/300c,2015,red,automatic,4/5,canada,177777,3800.0
volkswagen,gti,2018,red,automatic,4/5,gcc,200000,5200.0
jeep,wrangler,2020,white,automatic,4/5,us,86000,8800.0
land rover,defender 110,1999,silver,manual,2/3,company source,175000,3100.0
dodge,challenger,2015,silver,automatic,2/3,canada,16000,4800.0
chrysler,300,2012,burgundy,automatic,4/5,us,323000,1400.0
bmw,x5,2009,burgundy,automatic,4/5,gcc,200000,1700.0
mercedes,300/350/380,2012,white,automatic,4/5,europe,350000,3400.0
toyota,camry,2005,silver,automatic,4/5,us,240000,1500.0
hyundai,elantra,2017,brown,automatic,4/5,gcc,193000,2700.0
mazda,mazda 3,2005,black,automatic,4/5,company source,107500,610.0
toyota,tundra,2017,grey,automatic,2/3,us,100000,9800.0
kia,optima,2019,white,automatic,4/5,us,109000,2800.0
dodge,challenger,2019,blue,automatic,2/3,us,145000,4700.0
geely,gc7,2015,blue,automatic,4/5,gcc,100000,650.0
mitsubishi,pickup,2017,white,manual,4/5,gcc,188000,4300.0
mercedes,glb class,2021,grey,automatic,4/5,us,48500,10900.0
chevrolet,trailblazer,2013,blue,automatic,4/5,gcc,145693,2250.0
mitsubishi,pajero,2017,grey,automatic,4/5,gcc,176000,5200.0
honda,odyssey,2015,burgundy,automatic,4/5,gcc,189000,3500.0
mercedes,300/350/380,2013,brown,automatic,4/5,us,299999,3200.0
nissan,xterra,2014,white,automatic,4/5,gcc,300000,3400.0
renault,safrane,2014,silver,automatic,4/5,gcc,152000,1200.0
chevrolet,groove,2024,silver,automatic,4/5,gcc,11400,5300.0
kia,sorento,2015,red,automatic,4/5,us,79000,3700.0
mg,emgrand 8,2015,black,automatic,4/5,gcc,200000,850.0
dodge,charger,2019,grey,automatic,4/5,us,140000,8700.0
kia,sorento,2014,white,automatic,4/5,gcc,222000,2300.0
ford,taurus,2018,grey,automatic,4/5,us,170000,3300.0
mg,other,2023,white,automatic,4/5,company source,34000,6700.0
gmc,terrain,2020,black,automatic,4/5,us,108000,5400.0
toyota,camry,2012,black,automatic,4/5,us,200000,2950.0
hyundai,elantra,2019,white,automatic,4/5,us,175000,2900.0
ford,f150,2022,white,automatic,2/3,us,90000,6800.0
mg,glc 43 amg,2017,black,automatic,2/3,canada,200000,7500.0
lexus,es 300,1996,green,automatic,4/5,us,300000,850.0
jeep,cherokee,2016,white,automatic,4/5,gcc,210000,3500.0
volkswagen,teramont,2019,white,automatic,4/5,gcc,110100,13000.0
bmw,740,2014,white,automatic,4/5,gcc,102000,4500.0
dodge,charger,2016,grey,automatic,4/5,us,300000,3200.0
toyota,corolla,2005,white,automatic,4/5,gcc,600000,1500.0
gmc,sierra,2015,white,automatic,4/5,gcc,420000,6200.0
hyundai,sonata,2021,white,automatic,4/5,us,100000,3800.0
hyundai,sonata,2016,white,automatic,4/5,gcc,100000,2500.0
nissan,versa,2012,silver,automatic,4/5,company source,177155,1080.0
nissan,murano,2021,beige,automatic,4/5,us,40000,6700.0
nissan,maxima,2021,silver,automatic,4/5,us,160000,4999.0
toyota,corolla,2002,white,manual,4/5,gcc,200000,800.0
nissan,altima,2005,white,automatic,4/5,company source,620000,650.0
mercedes,s 550,2015,black,automatic,4/5,us,80000,8500.0
kia,rio,2011,silver,automatic,4/5,company source,300000,1050.0
hummer,h3,2009,red,automatic,4/5,gcc,285000,2000.0
toyota,rav 4,2022,silver,automatic,4/5,us,88000,8400.0
lexus,es 350,2008,white,automatic,4/5,gcc,40000,2100.0
toyota,yaris,2007,green,automatic,2/3,company source,500000,1100.0
chevrolet,aveo,2018,white,automatic,4/5,gcc,96000,1800.0
mg,e 43 amg,2018,grey,automatic,4/5,gcc,100000,12500.0
audi,js3,2022,white,automatic,4/5,gcc,75000,2500.0
suzuki,vitara,2008,grey,automatic,4/5,gcc,200000,1250.0
chevrolet,cruze,2014,white,automatic,4/5,company source,310000,1500.0
toyota,corolla,2015,red,automatic,4/5,us,70500,3200.0
jeep,wrangler,2022,grey,automatic,4/5,us,50000,10200.0
toyota,yaris,2008,white,automatic,2/3,us,535128,1180.0
hyundai,accent,2016,white,automatic,4/5,company source,1000000,3800.0
hyundai,sonata,2013,white,automatic,4/5,canada,180000,1350.0
jeep,wrangler,2011,black,automatic,4/5,gcc,300000,4500.0
ssang yong,rodius,2007,blue,automatic,4/5,gcc,200000,1300.0
ford,mustang,2016,green,automatic,2/3,gcc,188000,6600.0
hyundai,sonata,2013,blue,automatic,4/5,us,185000,1200.0
jeep,wrangler,2020,blue,automatic,2/3,us,65000,7800.0
jeep,wrangler,2008,silver,automatic,4/5,us,20000,2500.0
nissan,patrol,2016,silver,automatic,4/5,gcc,137000,8900.0
kia,picanto,2009,blue,automatic,4/5,gcc,300000,900.0
mercedes,c 43 coupe amg,2019,white,automatic,2/3,us,15000,11000.0
nissan,altima,2016,white,automatic,4/5,us,230000,2600.0
nissan,kicks,2021,silver,automatic,4/5,gcc,84000,4150.0
dodge,charger,2018,black,automatic,4/5,canada,139000,5650.0
mercedes,s 400,2015,white,automatic,4/5,gcc,160000,9500.0
gmc,terrain,2014,white,automatic,4/5,gcc,96000,2200.0
infiniti,qx56,2005,green,automatic,4/5,gcc,300000,800.0
jeep,wrangler,2009,black,manual,2/3,us,340000,1940.0
renault,fluence,2016,blue,automatic,4/5,gcc,116000,1300.0
toyota,camry,2022,silver,automatic,4/5,us,129000,7000.0
nissan,pathfinder,2014,other,automatic,4/5,gcc,200000,2600.0
toyota,fortuner,2019,white,automatic,4/5,gcc,95000,11100.0
nissan,maxima,2014,white,automatic,4/5,gcc,1000000,1500.0
suzuki,dzire,2015,brown,automatic,4/5,gcc,200000,1295.0
mitsubishi,grandis,2008,grey,automatic,4/5,company source,456000,1150.0
jeep,wrangler,2017,other,automatic,2/3,canada,107000,7500.0
dodge,durango,2018,grey,automatic,4/5,us,135000,6800.0
toyota,avalon,2016,white,automatic,4/5,us,150000,5000.0
nissan,altima,2021,white,automatic,4/5,us,45000,5500.0
nissan,rogue,2023,grey,automatic,4/5,canada,92000,8000.0
toyota,camry,1997,white,automatic,4/5,company source,400000,1100.0
mitsubishi,pajero,2016,white,automatic,2/3,gcc,71000,5800.0
toyota,camry,1998,red,automatic,4/5,us,300000,1150.0
hyundai,accent,2007,burgundy,manual,2/3,gcc,200000,850.0
toyota,corolla,2015,grey,automatic,4/5,us,133000,2800.0
toyota,corolla,2012,red,automatic,4/5,us,170000,2199.0
lincoln,aviator,2021,gold,automatic,4/5,us,168000,10000.0
jeep,renegade,2021,white,automatic,4/5,us,46000,3650.0
nissan,sentra,2019,other,automatic,4/5,us,86000,2500.0
nissan,armada,2019,grey,automatic,4/5,us,87000,10900.0
chevrolet,lumina,2008,black,automatic,4/5,europe,10000,750.0
mercedes,300/350/380,2018,green,automatic,4/5,us,150000,6000.0
hyundai,sonata,2006,white,manual,4/5,gcc,320000,700.0
nissan,altima,2015,beige,automatic,4/5,us,245000,1250.0
jeep,grand cherokee,2015,grey,automatic,4/5,gcc,156000,4600.0
mitsubishi,l200,2003,white,manual,2/3,gcc,280000,1200.0
lexus,es 350,2007,white,automatic,4/5,us,24500,1700.0
hyundai,elantra,2011,white,automatic,4/5,gcc,238118,1350.0
mercedes,e 350,2012,silver,automatic,4/5,company source,8500,3500.0
mercedes,s 550,2017,grey,automatic,4/5,us,155000,9200.0
jeep,cherokee,2015,blue,automatic,4/5,gcc,124000,3600.0
suzuki,sx4,2012,grey,automatic,4/5,company source,200000,1300.0
gmc,acadia,2013,blue,automatic,4/5,gcc,204000,3000.0
honda,civic,2000,silver,manual,4/5,gcc,200000,600.0
nissan,tiida,2011,white,automatic,4/5,company source,200000,1200.0
ford,explorer,2013,silver,automatic,4/5,gcc,172000,3800.0
jeep,cherokee,2018,black,automatic,4/5,gcc,139200,3500.0
renault,safrane,2013,silver,automatic,4/5,europe,270000,1000.0
toyota,corolla,2004,silver,automatic,4/5,gcc,420000,1100.0
kia,optima,2006,silver,automatic,4/5,gcc,450000,900.0
jeep,patriot,2011,silver,automatic,4/5,gcc,290000,1350.0
hyundai,sonata,2015,brown,automatic,4/5,us,84000,2100.0
nissan,navara,2013,white,manual,4/5,gcc,320000,1700.0
mitsubishi,galant,2005,white,automatic,4/5,gcc,280000,650.0
nissan,versa,2011,silver,automatic,4/5,us,211000,1200.0
toyota,highlander,2019,green,automatic,4/5,us,56000,8800.0
gmc,acadia,2012,black,automatic,4/5,gcc,194000,1800.0
kia,sportage,2017,brown,automatic,4/5,gcc,187000,3850.0
gmc,sierra,2009,blue,automatic,2/3,canada,300000,2800.0
honda,accord,2015,grey,automatic,4/5,us,24000,4000.0
kia,picanto,2006,silver,automatic,4/5,company source,26000,720.0
mercedes,slc class,2017,white,automatic,2/3,us,65000,9200.0
mg,emgrand x7,2017,brown,automatic,4/5,gcc,210000,1600.0
toyota,camry,2015,silver,automatic,4/5,gcc,274109,2300.0
honda,civic,2017,silver,automatic,4/5,gcc,103000,4000.0
mazda,6,2004,silver,automatic,4/5,gcc,500000,700.0
peugeot,301,2014,white,automatic,4/5,europe,196475,1150.0
kia,rio,2008,white,automatic,4/5,company source,514247,900.0
geely,other,2024,white,automatic,4/5,gcc,20000,8900.0
bmw,540,2022,black,automatic,4/5,us,60000,14500.0
dodge,ram,2021,grey,automatic,4/5,gcc,157000,28000.0
dodge,charger,2020,black,automatic,4/5,us,152000,4600.0
volkswagen,passat,2013,white,automatic,4/5,gcc,114000,1700.0
dodge,charger,2015,blue,automatic,4/5,gcc,181000,3800.0
honda,civic,2002,white,manual,4/5,company source,25000,510.0
ford,edge,2013,white,automatic,4/5,gcc,119000,2550.0
volkswagen,passat,2018,white,automatic,4/5,company source,90000,3500.0
range rover,range rover,2022,other,automatic,4/5,us,38000,30000.0
nissan,patrol pickup,2016,grey,automatic,4/5,gcc,20000,9500.0
mercedes,cla class,2018,white,automatic,4/5,gcc,125000,6900.0
toyota,gt86,2015,red,automatic,2/3,us,160000,1900.0
chevrolet,aveo,2016,silver,automatic,2/3,gcc,42222,1200.0
bmw,x5,2009,white,automatic,2/3,gcc,214000,1750.0
ford,expedition,2018,brown,automatic,4/5,company source,158000,12000.0
honda,accord,2017,burgundy,automatic,4/5,us,1654,3900.0
toyota,camry,2010,white,automatic,4/5,gcc,40000,1650.0
kia,forte,2012,silver,automatic,2/3,us,140000,1350.0
kia,rio,2014,white,automatic,4/5,gcc,193000,1200.0
bmw,x3,2016,silver,automatic,4/5,gcc,114000,4500.0
mitsubishi,lancer,2012,black,automatic,4/5,gcc,225000,1650.0
gmc,terrain,2014,gold,automatic,4/5,us,200000,1500.0
porsche,cayenne s,2012,brown,automatic,4/5,gcc,209000,4800.0
chevrolet,groove,2023,red,automatic,2/3,gcc,79000,5000.0
nissan,pathfinder,2018,white,automatic,4/5,europe,100000,4700.0
kia,cadenza,2011,silver,automatic,4/5,gcc,201000,1299.0
suzuki,swift,2012,white,automatic,4/5,gcc,398584,1400.0
renault,safrane,2016,black,automatic,4/5,gcc,122000,1500.0
baic,bj40,2017,red,automatic,4/5,gcc,121000,3400.0
kia,sorento,2007,black,automatic,4/5,gcc,300000,850.0
toyota,camry,2016,silver,automatic,4/5,us,208000,3250.0
hyundai,accent,2008,other,automatic,4/5,gcc,250000,800.0
nissan,navara,2016,white,automatic,4/5,gcc,162600,8000.0
chevrolet,corvette,2022,blue,automatic,2/3,us,26000,25800.0
toyota,4runner,2015,brown,automatic,4/5,gcc,220000,9500.0
volkswagen,passat,2009,blue,automatic,4/5,gcc,316000,1100.0
dodge,challenger,2020,black,automatic,2/3,canada,139000,5300.0
toyota,yaris,2008,white,manual,4/5,gcc,400000,980.0
toyota,prado,2003,gold,manual,4/5,gcc,427135,4300.0
gmc,terrain,2014,black,automatic,4/5,canada,127000,2100.0
nissan,altima,2024,white,automatic,4/5,us,1300,5300.0
